title,price,area,location,info,date,page
"THUÊ TẦNG 4 MẶT ĐƯỜNG LẠC LONG QUÂN, CÓ HẦM ĐỂ XE - GIÁ 20 TRIỆU",20 triệu/tháng,85 m²,Quận Cầu Giấy,"2 PN  Nhà mặt phố, mặt tiền",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi
"Chính chủ cho thuê phòng khép kín, đủ pccc","3,6 triệu/tháng",30 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,32 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi
Cho thuê nhà nguyên căn 3 tầng 3 ngù,"9,5 triệu/tháng",27 m²,Quận Đống Đa,"3 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi
CHO THUÊ CĂN HỘ STUDIO NỘI THẤT HIỆN ĐẠI NGAY NHÀ THI ĐẤU CẦU GIẤY,"4,7 triệu/tháng",35 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",34 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi
"Hợp tác/Sang nhượng quán Phở hơn 20 năm trên mặt phố Đào Tấn, Ba Đình",25 triệu/tháng,50 m²,Quận Ba Đình,Mặt bằng kinh doanh,34 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi
CHO THUÊ CĂN HỘ STUDIO - PHÒNG 1 NGỦ 1 KHÁCH NGAY BẾN XE MỸ ĐÌNH,"6,5 triệu/tháng",45 m²,Quận Nam Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",36 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi
Căn hộ chung cư 1P ngủ 35m Cho thuê,6 triệu/tháng,45 m²,Quận Nam Từ Liêm,"1 PN  Hướng Đông Nam  Căn hộ dịch vụ, mini",Tin ưu tiên,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Phòng trọ Khép Kín 30m2 Louis City Hoàng Mai,"3,2 triệu/tháng",20 m²,Quận Hoàng Mai,Nội thất cao cấp,Tin ưu tiên,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Căn Hộ dịch vụ 35m2 full nội thất từng phòng vào ở luôn  Dốc Tam Đa,"6,2 triệu/tháng",35 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",Tin ưu tiên,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
CHỦ CHO THUÊ CĂN HỘ STUDIO 20-25m2 ĐỦ ĐỒ PHỐ CHÙA LÁNG,"6,5 triệu/tháng",25 m²,Quận Đống Đa,"1 PN  Căn hộ dịch vụ, mini",Tin ưu tiên,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
"Chính chủ cho thuê căn hộ 2PN tại Trần Phú, Ba Đình - Full nội thất","11,5 triệu/tháng",60 m²,Quận Ba Đình,"2 PN  Căn hộ dịch vụ, mini",Tin ưu tiên,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
CHO THUÊ CCMN PHỐ PHÚ DIỄN. 1N1K . THANG MÁY. Ô TÔ ĐỖ CỬA. GIÁ 4TR5,"4,5 triệu/tháng",20 m²,Quận Bắc Từ Liêm,"1 PN  Căn hộ dịch vụ, mini",43 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
"gần Truòng học, đường Le quang đạo kéo dài",8 triệu/tháng,35 m²,Quận Nam Từ Liêm,"3 PN  Hướng Tây  Nhà ngõ, hẻm",54 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Cho thuê nhà riêng ở số nhà 11 ngách 19 ngõ hậu khuông 260 Bạch mai,"7,5 triệu/tháng",23 m²,Quận Hai Bà Trưng,"2 PN  Nhà ngõ, hẻm",55 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Cho Thuê nhà kinh doanh,9 triệu/tháng,40 m²,Quận Ba Đình,Mặt bằng kinh doanh  Hoàn thiện cơ bản,58 phút trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
"Cho thuê nhà phú diễn 70m2,2 phòng ngủ rộng rãi","5,5 triệu/tháng",70 m²,Quận Bắc Từ Liêm,"2 PN  Nhà ngõ, hẻm",1 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Phòng 25m2 đủ đồ điều hoà nóng lạnh trung tâm 322/22 đường Mỹ Đình,"3,15 triệu/tháng",25 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,2 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Cho Thuê Nhà Nguyên Căn Ngọc Thụy Long Biên 36m 4 tầng 2 ngủ giá 7 tri,7 triệu/tháng,36 m²,Quận Long Biên,"2 PN  Nhà ngõ, hẻm",2 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
thuê phòng khép kín 36m khu vực Láng Hạ,"3,6 triệu/tháng",36 m²,Quận Đống Đa,Nhà trống,2 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Phòng trọ bình dân diện tích 14m2 tại đường Minh Khai,"1,2 triệu/tháng",14 m²,Quận Hai Bà Trưng,Nhà trống,2 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
chinh Chu Cho Thue,13 triệu/tháng,45 m²,Quận Nam Từ Liêm,1 PN  Hướng Đông Nam  Chung cư,2 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Nhà nguyên căn Tả Thanh Oai,5 triệu/tháng,35 m²,Huyện Thanh Trì,"3 PN  Hướng Nam  Nhà ngõ, hẻm",3 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
"Cho nữ thuê phòng tầng 2, đầy đủ đồ","2,3 triệu/tháng",15 m²,Quận Hoàng Mai,N/A,3 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
Cho thuê phòng trọ giá rẻ,"1,2 triệu/tháng",10 m²,Quận Cầu Giấy,Nội thất đầy đủ,3 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
102 TRƯỜNG CHINH- CĂN HIẾM CHO THUÊ CĂN HỘ CAPITAL GARDEN,13 triệu/tháng,85 m²,Quận Đống Đa,2 PN  Hướng Đông Bắc  Chung cư,3 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
"Cho thuê mặt bằng Trần Quang Diệu, ô Chợ Dừa, Đống Đa,Hà Nội gần Hồ HC",12 triệu/tháng,60 m²,Quận Đống Đa,Mặt bằng kinh doanh  Hoàn thiện cơ bản,3 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=2
CHO THUÊ NHÀ CHUNG CƯ CĂN HIẾM KĐT ĐỊNH CÔNG,13 triệu/tháng,88 m²,Quận Hoàng Mai,2 PN  Hướng Đông  Chung cư,4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"CHO THUÊ NHÀ RIÊNG NGÕ 199 THỤY KHUÊ - 40m2x4,5 tầng, 3PN",12 triệu/tháng,40 m²,Quận Tây Hồ,"3 PN  Nhà ngõ, hẻm",4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Căn hộ gia đình 45m2 tại Nguyễn Quý Đức - Thanh Xuân,"4,5 triệu/tháng",45 m²,Quận Thanh Xuân,2 PN  Hướng Bắc  Chung cư,4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"Nhà số 7 ngõ 149 đường Nguyễn Tuân, Thanh Xuân, DT 65m2, 4 tầng, MT 5m",28 triệu/tháng,65 m²,Quận Thanh Xuân,"6 PN  Hướng Tây Bắc  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Mặt tiền 28M kinh doanh tốt,30 triệu/tháng,28 m²,Quận Hoàn Kiếm,Mặt bằng kinh doanh,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Cho thuê nhà nguyên căn tại ngõ 401 Xuân Đỉnh - 5 phòng ngủ,11 triệu/tháng,40 m²,Quận Bắc Từ Liêm,"5 PN  Nhà ngõ, hẻm",4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Phòng trọ Khép Kín 30m2 Louis City Hoàng Mai,"3,2 triệu/tháng",20 m²,Quận Hoàng Mai,Nội thất cao cấp,4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"Cho thuê nhà ngõ 281 phố Vũ Hữu - 40m2x5 tầng, 3PN",12 triệu/tháng,40 m²,Quận Thanh Xuân,"3 PN  Nhà ngõ, hẻm",4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
CCMN giá rẻ phố khu Cầu Giấy,"3,3 triệu/tháng",18 m²,Quận Cầu Giấy,N/A,4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Cho Thuê Cửa Hàng,14 triệu/tháng,30 m²,Quận Nam Từ Liêm,Mặt bằng kinh doanh  Bàn giao thô,4 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
CHO THUÊ PHÒNG KHÉP KÍN QUẬN ĐỐNG ĐA,4 triệu/tháng,30 m²,Quận Đống Đa,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"Nhà riêng ngõ 230 phố Lạc Trung, P.Thanh Lương, Q.Hai Bà Trưng",18 triệu/tháng,30 m²,Quận Hai Bà Trưng,"3 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Phòng trọ Kép Kín Triều Khúc - Thanh Xuân,"3,5 triệu/tháng",25 m²,Quận Thanh Xuân,Nội thất đầy đủ,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"Nhà riêng ngõ 32 An Dương, P. Tứ Liên, Q. Tây Hồ",8 triệu/tháng,50 m²,Quận Tây Hồ,"2 PN  Nhà ngõ, hẻm",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"🚀 CHO THUÊ 2 TẦNG THÔNG SÀN – NGÕ TRIỀU KHÚC, 130M VĂN PHÒNG SHOWROOM",40 triệu/tháng,130 m²,Quận Thanh Xuân,"2 PN  Nhà mặt phố, mặt tiền",5 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Cho thuê căn hộ 2N1VS S105 Vinhomes Smart City,12 triệu/tháng,55 m²,Quận Nam Từ Liêm,2 PN  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"Phòng trọ 575 Kim Mã, Ba Đình - Nguyên sàn 25m2 - VSKK",4 triệu/tháng,25 m²,Quận Ba Đình,Nội thất đầy đủ,5 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Cho Thuê Mặt Bằng Phố Cổ,80 triệu/tháng,42 m²,Quận Hoàn Kiếm,Mặt bằng kinh doanh,5 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Cho Thuê Nhà 4 Tầng - full đồ - Tháng 10 vào ở . ĐC 18 P. Phan Huy Ích,8 triệu/tháng,20 m²,Quận Ba Đình,"2 PN  Hướng Đông Nam  Nhà ngõ, hẻm",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
Cho thuê nhà mặt phố Vĩnh Hưng,"8,5 triệu/tháng",60 m²,Quận Hoàng Mai,Mặt bằng kinh doanh,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=3
"Phòng trọ 575 Kim Mã, Ba Đình - Nguyên sàn 25m2 - VSKK",4 triệu/tháng,25 m²,Quận Ba Đình,Nội thất đầy đủ,5 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho Thuê Mặt Bằng Phố Cổ,80 triệu/tháng,42 m²,Quận Hoàn Kiếm,Mặt bằng kinh doanh,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho Thuê Nhà 4 Tầng - full đồ - Tháng 10 vào ở . ĐC 18 P. Phan Huy Ích,8 triệu/tháng,20 m²,Quận Ba Đình,"2 PN  Hướng Đông Nam  Nhà ngõ, hẻm",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê nhà mặt phố Vĩnh Hưng,"8,5 triệu/tháng",60 m²,Quận Hoàng Mai,Mặt bằng kinh doanh,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê nhà riêng ngõ Định Công,24 triệu/tháng,400 m²,Quận Hoàng Mai,Mặt bằng kinh doanh,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
"Cho thuê shophouse tại The Vesta, Hà Đông, 6,5 triệu, 35m2 view đẹp.","6,5 triệu/tháng",35 m²,Quận Hà Đông,Shophouse  Hoàn thiện cơ bản,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê nguyên căn mặt ngõ phố Bạch Mai,18 triệu/tháng,150 m²,Quận Hai Bà Trưng,Mặt bằng kinh doanh,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
"Mặt bằng Kinh Doanh 60m, Mặt đường 20m",13 triệu/tháng,60 m²,Quận Hoàng Mai,Shophouse  Hoàn thiện cơ bản,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê nhà mới 5 tầng phố Nguyễn Chính,12 triệu/tháng,30 m²,Quận Hoàng Mai,"3 PN  Hướng Đông  Nhà ngõ, hẻm",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê nhà Lô 36 BT4-3 Biệt thự Khu đô thị Vinaconex Trung văn,45 triệu/tháng,122 m²,Quận Nam Từ Liêm,Văn phòng,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê phòng trọ giá rẻ,"2,5 triệu/tháng",24 m²,Quận Tây Hồ,Nội thất đầy đủ,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
"Cho thuê chung cư Fodacon Bắc Hà  100m2, 3 ngủ, 2 vs chỉ 14tr/ tháng",14 triệu/tháng,100 m²,Quận Hà Đông,3 PN  Chung cư,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Phòng mới Minh Khai Hai Bà Trưng có thang máy full đồ vskk 15m 3Tr8,"3,8 triệu/tháng",15 m²,Quận Hai Bà Trưng,N/A,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
CHO THUÊ KHO/XƯỞNG - VĨNH QUỲNH,"6,5 triệu/tháng",200 m²,Huyện Thanh Trì,Mặt bằng kinh doanh,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
"phòng khép kín đối diện đại học thương mại, sạch sẽ","3,5 triệu/tháng",36 m²,Quận Bắc Từ Liêm,Nhà trống,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Chính chủ cho thuê nhà 4 tầng 5 phòng ngủ mặt ngõ 545 vũ tông phan,"17,5 triệu/tháng",36 m²,Quận Thanh Xuân,"5 PN  Hướng Đông Bắc  Nhà ngõ, hẻm",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Sang nhượng quán Billiards tâm huyết,20 triệu/tháng,190 m²,Quận Long Biên,Shophouse  Nội thất đầy đủ,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê CCMN 20-30m2 full đồ. Ban công thoáng tại Nguyễn Chính,4 triệu/tháng,25 m²,Quận Hoàng Mai,"1 PN  Căn hộ dịch vụ, mini",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
"CHO THUÊ NHÀ TỰU LIỆT THANH TRÌ 6 TẦNG, CÓ THANG MÁY VP, KD, Ở",25 triệu/tháng,80 m²,Huyện Thanh Trì,"6 PN  Nhà ngõ, hẻm",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Cho thuê phòng ngõ 389 Hoang Quốc Việt,"1,5 triệu/tháng",15 m²,Quận Cầu Giấy,Nội thất đầy đủ,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=4
Chính chủ cho thuê mbkd hoặc vp,13 triệu/tháng,70 m²,Quận Nam Từ Liêm,Mặt bằng kinh doanh,6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"CĂN HỘ 1PN NGAY LOTTE MALL - LẠC LONG QUÂN - GẦN HỒ TÂY, NHẬT CHIÊU","7,25 triệu/tháng",35 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",6 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
Cho thuê nhà 40m2 Mặt Ngõ 201 Cầu Giấy,"5,5 triệu/tháng",40 m²,Quận Cầu Giấy,"1 PN  Hướng Nam  Nhà ngõ, hẻm",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Thoáng mát 20m2 có wifi ,riêng biệt","1,9 triệu/tháng",20 m²,Quận Đống Đa,Nội thất đầy đủ,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê nhà ở 2 phòng đủ đồ trong ngõ an ninh tốt, yên tĩnh, mát mẻ",7 triệu/tháng,23 m²,Quận Hai Bà Trưng,"2 PN  Hướng Nam  Nhà ngõ, hẻm",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Căn hộ 2 ngủ đủ đồ 74m2, tầng 21 Liễu Giai Tower, quận Ba Đình, Hà Nội",17 triệu/tháng,74 m²,Quận Ba Đình,2 PN  Chung cư,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"phòng trọ khép kín, ngõ 322 Mỹ Đình giá 3.500.000đ","3,5 triệu/tháng",18 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê nhà mặt phố số 69 Nguyễn Đức Cảnh, Hoàng Mai. 10tr",10 triệu/tháng,50 m²,Quận Hoàng Mai,"1 PN  Nhà mặt phố, mặt tiền",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Phòng 25m2 đủ đồ cơ bản, thang máy. Cửa sổ, ban công tại Tam Trinh","2,8 triệu/tháng",25 m²,Quận Hoàng Mai,Nội thất đầy đủ,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê mặt sàn tại Mỗ Lao, Hà Đông 500 m2 ( 2 TẦNG), view đẹp Hot!",60 triệu/tháng,500 m²,Quận Hà Đông,Mặt bằng kinh doanh,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê phòng trọ sạch sẽ gần đại học kiến trúc, bưu chính, an ninh","3,5 triệu/tháng",27 m²,Quận Hà Đông,Nội thất đầy đủ,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
🗺️STUDIO CHO THUÊ 🗽QUẬN CẦU GIẤY FULL NT BANCOL - DỊCH VỌNG HẬU MỚI,"4,8 triệu/tháng",35 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê BT Trịnh Văn Bô - Xuân Phương, full nội thất đẹp",25 triệu/tháng,160 m²,Quận Nam Từ Liêm,5 PN  Nhà biệt thự,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê văn phòng tại Minh Khai ,DT 25m² đầy đủ nội thất,giá 4 triệu",4 triệu/tháng,25 m²,Quận Hai Bà Trưng,Văn phòng,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
2PN+1WC nội thất như hình,8 triệu/tháng,60 m²,Huyện Gia Lâm,2 PN  Hướng Đông Nam  Chung cư,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
Cho 1nữ thuê 1phòng bé tầng 24 chung cư đại thanh 926 phố kim giang,800000 đ/tháng,12 m²,Quận Hoàng Mai,N/A,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê tòa nhà Bùi Huy Bích, Hoàng Mai: 100m2, 7 tầng, 55tr",55 triệu/tháng,100 m²,Quận Hoàng Mai,"6 PN  Nhà mặt phố, mặt tiền",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê kho đẹp Lê Quang Đạo: 280m2, giá 23tr",23 triệu/tháng,280 m²,Quận Nam Từ Liêm,Mặt bằng kinh doanh  Nội thất đầy đủ,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Cho thuê biệt thự mới xây xong KĐT Linh Đàm:220m2, 4 tầng,50tr",50 triệu/tháng,220 m²,Quận Hoàng Mai,8 PN  Nhà phố liền kề,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
Studio mới 30m2 Nguyễn Ngọc Vũ,"6,5 triệu/tháng",30 m²,Quận Cầu Giấy,"1 PN  Căn hộ dịch vụ, mini",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=5
"Biệt thự 214 Nguyễn Xiển:160m2, 6 tầng, thang máy, 50tr",50 triệu/tháng,160 m²,Quận Thanh Xuân,8 PN  Nhà phố liền kề,7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Căn hộ mini Ngõ 107 Vĩnh Hưng - Lĩnh Nam 4tr6 - 5tr5,"4,6 triệu/tháng",25 m²,Quận Hoàng Mai,"1 PN  Căn hộ dịch vụ, mini",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
cho thuê cửa hàng mặt phố Vạn Bảo - Ba Đình,18 triệu/tháng,65 m²,Quận Ba Đình,Mặt bằng kinh doanh  Hoàn thiện cơ bản,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
CHO THUÊ PHÒNG TRỌ NHÀ MỚI 2TRIEU,2 triệu/tháng,35 m²,Quận Hà Đông,"4 PN  Nhà ngõ, hẻm",7 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
CHO HỘ GIA ĐÌNH THUÊ PHÒNG 65m2 SẠCH SẼ  YÊN TĨNH THOÁNG MÁT,4 triệu/tháng,65 m²,Quận Bắc Từ Liêm,"1 PN  Hướng Đông Bắc  Nhà ngõ, hẻm",8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
"Cho thuê phòng trọ Louis city Đại mỗ,Hà đông gần đại học phenika, CMC","2,8 triệu/tháng",22 m²,Quận Nam Từ Liêm,Nội thất đầy đủ,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Cho Thuê Căn Hộ Dịch Vụ Studio Cao Cấp 30m² Âu Cơ Tây Hồ Hà Nội,5 triệu/tháng,30 m²,Quận Tây Hồ,"1 PN  Căn hộ dịch vụ, mini",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Cho nữ thuê phòng phố Cự lộc đường Nguyễn trãi (cạnh Royal city ),"2,2 triệu/tháng",17 m²,Quận Thanh Xuân,N/A,8 giờ trước,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Nhà mặt phố chợ Ngọc Trục siêu rẻ ưu tiên ở lâu dài,"7,5 triệu/tháng",32 m²,Quận Nam Từ Liêm,"2 PN  Nhà mặt phố, mặt tiền",Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
Khai trươngCăn Hộ 1N1K Nội thất cao cấp đường trung kính quận cầu giấy,"7,8 triệu/tháng",45 m²,Quận Cầu Giấy,1 PN  Chung cư,Tin nổi bật,https://www.nhatot.com/thue-bat-dong-san-ha-noi?page=6
